row_id,congestion
848835,45.50726
848836,32.953
848837,44.721195
848838,25.527035
848839,62.15944
848840,58.054413
848841,41.4377
848842,47.284344
848843,56.938023
848844,60.09885
848845,37.42677
848846,29.88057
848847,34.451836
848848,33.664837
848849,59.327335
848850,28.46832
848851,37.726807
848852,55.463375
848853,52.867878
848854,56.531185
848855,37.834938
848856,34.248703
848857,37.15322
848858,58.396126
848859,51.014725
848860,55.119587
848861,54.595787
848862,64.57701
848863,56.271324
848864,50.271694
848865,64.52384
848866,66.342896
848867,62.41214
848868,40.85917
848869,63.83246
848870,51.373436
848871,62.636806
848872,34.402973
848873,39.42911
848874,63.82148
848875,63.85475
848876,47.430027
848877,72.694534
848878,67.08858
848879,35.524555
848880,19.637688
848881,26.978281
848882,35.698383
848883,28.654747
848884,43.326557
848885,51.98482
848886,67.49132
848887,63.15702
848888,37.6886
848889,22.420582
848890,65.17143
848891,22.545727
848892,55.365433
848893,73.15105
848894,44.722645
848895,54.27678
848896,29.122618
848897,67.702065
848898,16.509241
848899,39.740578
848900,45.50726
848901,32.953
848902,44.721195
848903,25.527035
848904,62.15944
848905,58.054413
848906,41.4377
848907,47.284344
848908,56.938023
848909,60.09885
848910,37.42677
848911,29.88057
848912,34.451836
848913,33.664837
848914,59.327335
848915,28.46832
848916,37.726807
848917,55.463375
848918,52.867878
848919,56.531185
848920,37.834938
848921,34.248703
848922,37.15322
848923,58.396126
848924,51.014725
848925,55.119587
848926,54.595787
848927,64.57701
848928,56.271324
848929,50.271694
848930,64.52384
848931,66.342896
848932,62.41214
848933,40.85917
848934,63.83246
848935,51.373436
848936,62.636806
848937,34.402973
848938,39.42911
848939,63.82148
848940,63.85475
848941,47.430027
848942,72.694534
848943,67.08858
848944,35.524555
848945,19.637688
848946,26.978281
848947,35.698383
848948,28.654747
848949,43.326557
848950,51.98482
848951,67.49132
848952,63.15702
848953,37.6886
848954,22.420582
848955,65.17143
848956,22.545727
848957,55.365433
848958,73.15105
848959,44.722645
848960,54.27678
848961,29.122618
848962,67.702065
848963,16.509241
848964,39.740578
848965,45.50726
848966,32.953
848967,44.721195
848968,25.527035
848969,62.15944
848970,58.054413
848971,41.4377
848972,47.284344
848973,56.938023
848974,60.09885
848975,37.42677
848976,29.88057
848977,34.451836
848978,33.664837
848979,59.327335
848980,28.46832
848981,37.726807
848982,55.463375
848983,52.867878
848984,56.531185
848985,37.834938
848986,34.248703
848987,37.15322
848988,58.396126
848989,51.014725
848990,55.119587
848991,54.595787
848992,64.57701
848993,56.271324
848994,50.271694
848995,64.52384
848996,66.342896
848997,62.41214
848998,40.85917
848999,63.83246
849000,51.373436
849001,62.636806
849002,34.402973
849003,39.42911
849004,63.82148
849005,63.85475
849006,47.430027
849007,72.694534
849008,67.08858
849009,35.524555
849010,19.637688
849011,26.978281
849012,35.698383
849013,28.654747
849014,43.326557
849015,51.98482
849016,67.49132
849017,63.15702
849018,37.6886
849019,22.420582
849020,65.17143
849021,22.545727
849022,55.365433
849023,73.15105
849024,44.722645
849025,54.27678
849026,29.122618
849027,67.702065
849028,16.509241
849029,39.740578
849030,47.127544
849031,33.94068
849032,44.96606
849033,26.71023
849034,64.61004
849035,58.779198
849036,43.118946
849037,48.5111
849038,58.917263
849039,60.99157
849040,38.403076
849041,31.00113
849042,37.553696
849043,34.922718
849044,58.277122
849045,30.04354
849046,39.132084
849047,56.65059
849048,54.434998
849049,57.74085
849050,36.930473
849051,36.207848
849052,37.95543
849053,60.21722
849054,53.032948
849055,54.18971
849056,57.308075
849057,66.65203
849058,58.22779
849059,51.894047
849060,63.434387
849061,69.001526
849062,64.41866
849063,42.18368
849064,65.79567
849065,53.03073
849066,61.57873
849067,37.799984
849068,40.708374
849069,65.18443
849070,65.74139
849071,48.038807
849072,74.24409
849073,69.176186
849074,36.94169
849075,20.270433
849076,27.420366
849077,36.415348
849078,30.586782
849079,43.532314
849080,53.609425
849081,69.658554
849082,65.34871
849083,38.91279
849084,23.04257
849085,68.5312
849086,26.683922
849087,54.17863
849088,74.09544
849089,46.169403
849090,55.950634
849091,30.07576
849092,68.581245
849093,16.140577
849094,41.029694
849095,47.127544
849096,33.94068
849097,44.96606
849098,26.71023
849099,64.61004
849100,58.779198
849101,43.118946
849102,48.5111
849103,58.917263
849104,60.99157
849105,38.403076
849106,31.00113
849107,37.553696
849108,34.922718
849109,58.277122
849110,30.04354
849111,39.132084
849112,56.65059
849113,54.434998
849114,57.74085
849115,36.930473
849116,36.207848
849117,37.95543
849118,60.21722
849119,53.032948
849120,54.18971
849121,57.308075
849122,66.65203
849123,58.22779
849124,51.894047
849125,63.434387
849126,69.001526
849127,64.41866
849128,42.18368
849129,65.79567
849130,53.03073
849131,61.57873
849132,37.799984
849133,40.708374
849134,65.18443
849135,65.74139
