row_id,congestion
848835,50.18915277958611
848836,38.3702253712442
848837,47.58131472897418
848838,29.23750903714115
848839,71.57201949661098
848840,63.258248122903396
848841,42.044875820198754
848842,47.40122896464468
848843,63.179321561222864
848844,64.6057646458716
848845,41.707911309149424
848846,32.74664313831927
848847,38.14146595684401
848848,35.99257630701455
848849,67.01628204638119
848850,30.98034806342164
848851,40.244391898638916
848852,53.783993612819344
848853,53.741741624384325
848854,59.30942735685337
848855,40.7837871065996
848856,33.896923762349644
848857,39.33180092022826
848858,55.66250094227753
848859,54.291256019335634
848860,59.13836302495923
848861,54.17945894263195
848862,66.1140391545229
848863,54.647373125155575
848864,53.31510332232359
848865,67.03241562473792
848866,58.656439579567376
848867,63.21552648467613
848868,44.61004203251339
848869,63.84970223432296
848870,55.001997069292074
848871,69.39438135999009
848872,41.04257026930193
848873,42.23316367334786
848874,64.83887381628145
848875,63.94453466995559
848876,51.02324461234447
848877,70.53818552030643
848878,67.27788391026822
848879,36.395331893158485
848880,21.052650221792767
848881,26.57201293815368
848882,40.57225773680626
848883,29.37033978756932
848884,43.502052233985104
848885,52.000085328292634
848886,65.6305714066044
848887,56.79612931407399
848888,36.553373604630494
848889,20.9941563986589
848890,69.35411393253241
848891,25.819343553714784
848892,55.41501062333261
848893,67.789382446466
848894,45.529347681624124
848895,58.47237733060656
848896,28.53111799391242
848897,68.08917870495154
848898,17.95791793227553
848899,41.734332792721084
848900,50.18915277958611
848901,38.3702253712442
848902,47.58131472897418
848903,29.23750903714115
848904,71.57201949661098
848905,63.258248122903396
848906,42.044875820198754
848907,47.40122896464468
848908,63.179321561222864
848909,64.6057646458716
848910,41.707911309149424
848911,32.74664313831927
848912,38.14146595684401
848913,35.99257630701455
848914,67.01628204638119
848915,30.98034806342164
848916,40.244391898638916
848917,53.783993612819344
848918,53.741741624384325
848919,59.30942735685337
848920,40.7837871065996
848921,33.896923762349644
848922,39.33180092022826
848923,55.66250094227753
848924,54.291256019335634
848925,59.13836302495923
848926,54.17945894263195
848927,66.1140391545229
848928,54.647373125155575
848929,53.31510332232359
848930,67.03241562473792
848931,58.656439579567376
848932,63.21552648467613
848933,44.61004203251339
848934,63.84970223432296
848935,55.001997069292074
848936,69.39438135999009
848937,41.04257026930193
848938,42.23316367334786
848939,64.83887381628145
848940,63.94453466995559
848941,51.02324461234447
848942,70.53818552030643
848943,67.27788391026822
848944,36.395331893158485
848945,21.052650221792767
848946,26.57201293815368
848947,40.57225773680626
848948,29.37033978756932
848949,43.502052233985104
848950,52.000085328292634
848951,65.6305714066044
848952,56.79612931407399
848953,36.553373604630494
848954,20.9941563986589
848955,69.35411393253241
848956,25.819343553714784
848957,55.41501062333261
848958,67.789382446466
848959,45.529347681624124
848960,58.47237733060656
