row_id,congestion
848835,46.231775917781306
848836,36.38136498792989
848837,46.993189714365364
848838,27.379709074095885
848839,71.00670763913712
848840,61.86341063593192
848841,42.1220070797025
848842,48.42723919754573
848843,60.885548495039686
848844,63.96479986666823
848845,39.18247034077325
848846,32.08698187051823
848847,37.71102416154592
848848,35.68930982902127
848849,62.149723385241714
848850,30.164793319665595
848851,38.653541007563966
848852,55.23209997448102
848853,55.03304287413069
848854,57.57356254025762
848855,38.18209822573363
848856,35.12892671563065
848857,38.80561325817129
848858,58.87995014038062
848859,52.27987344537655
848860,56.680368494230144
848861,57.20786964627271
848862,70.5266622683372
848863,55.76190203337536
848864,51.687550889094766
848865,67.43021512554643
848866,61.5672824893528
848867,65.85755014188456
848868,43.861241680441424
848869,68.6035237644082
848870,54.35017979113226
848871,64.6078134632712
848872,39.78896688922239
848873,44.03746869817211
848874,63.0263313301392
848875,69.36172797245962
848876,50.14041000612223
848877,75.26440383938295
848878,67.216802325074
848879,37.47530585233906
848880,20.47086438804582
848881,21.718467880568156
848882,38.39959802451426
848883,30.30418670349136
848884,44.50294083816082
848885,52.27303321316762
848886,66.45416590028809
848887,60.00920866725487
848888,36.48528172319114
848889,21.26134715647165
848890,66.90510753686449
848891,27.118335899970443
848892,53.67514688924126
848893,73.9640783965576
848894,44.19779989199073
848895,57.994055294372046
848896,28.837759428078304
848897,68.63400902699773
848898,18.532235312518605
848899,41.49372200452198
848900,46.231775917781306
848901,36.38136498792989
848902,46.993189714365364
848903,27.379709074095885
848904,71.00670763913712
848905,61.86341063593192
848906,42.1220070797025
848907,48.42723919754573
848908,60.885548495039686
848909,63.96479986666823
848910,39.18247034077325
848911,32.08698187051823
848912,37.71102416154592
848913,35.68930982902127
848914,62.149723385241714
848915,30.164793319665595
848916,38.653541007563966
848917,55.23209997448102
848918,55.03304287413069
848919,57.57356254025762
848920,38.18209822573363
848921,35.12892671563065
848922,38.80561325817129
848923,58.87995014038062
848924,52.27987344537655
848925,56.680368494230144
848926,57.20786964627271
848927,70.5266622683372
848928,55.76190203337536
848929,51.687550889094766
848930,67.43021512554643
848931,61.5672824893528
848932,65.85755014188456
848933,43.861241680441424
848934,68.6035237644082
848935,54.35017979113226
848936,64.6078134632712
848937,39.78896688922239
848938,44.03746869817211
848939,63.0263313301392
848940,69.36172797245962
848941,50.14041000612223
848942,75.26440383938295
848943,67.216802325074
848944,37.47530585233906
848945,20.47086438804582
848946,21.718467880568156
848947,38.39959802451426
848948,30.30418670349136
848949,44.50294083816082
848950,52.27303321316762
848951,66.45416590028809
848952,60.00920866725487
848953,36.48528172319114
848954,21.26134715647165
848955,66.90510753686449
848956,27.118335899970443
848957,53.67514688924126
848958,73.9640783965576
848959,44.19779989199073
848960,57.994055294372046
848961,28.837759428078304
848962,68.63400902699773
848963,18.532235312518605
848964,41.49372200452198
848965,46.231775917781306
848966,36.38136498792989
848967,46.993189714365364
848968,27.379709074095885
848969,71.00670763913712
848970,61.86341063593192
848971,42.1220070797025
848972,48.42723919754573
848973,60.885548495039686
848974,63.96479986666823
848975,39.18247034077325
848976,32.08698187051823
848977,37.71102416154592
848978,35.68930982902127
848979,62.149723385241714
848980,30.164793319665595
848981,38.653541007563966
848982,55.23209997448102
848983,55.03304287413069
848984,57.57356254025762
848985,38.18209822573363
848986,35.12892671563065
848987,38.80561325817129
848988,58.87995014038062
848989,52.27987344537655
848990,56.680368494230144
848991,57.20786964627271
848992,70.5266622683372
848993,55.76190203337536
848994,51.687550889094766
848995,67.43021512554643
848996,61.5672824893528
848997,65.85755014188456
848998,43.861241680441424
848999,68.6035237644082
849000,54.35017979113226
849001,64.6078134632712
849002,39.78896688922239
849003,44.03746869817211
849004,63.0263313301392
849005,69.36172797245962
849006,50.14041000612223
849007,75.26440383938295
849008,67.216802325074
849009,37.47530585233906
849010,20.47086438804582
849011,21.718467880568156
849012,38.39959802451426
849013,30.30418670349136
849014,44.50294083816082
849015,52.27303321316762
849016,66.45416590028809
849017,60.00920866725487
849018,36.48528172319114
849019,21.26134715647165
849020,66.90510753686449
849021,27.118335899970443
849022,53.67514688924126
849023,73.9640783965576
849024,44.19779989199073
849025,57.994055294372046
849026,28.837759428078304
849027,68.63400902699773
849028,18.532235312518605
849029,41.49372200452198
849030,46.935948388162544
849031,37.58307585598743
849032,47.55070202010442
849033,28.214481925747897
849034,74.23648263691004
849035,62.70603112419849
849036,43.569113786458686
849037,48.95917075726824
849038,62.161277930367426
849039,64.25383353609178
849040,39.78319401010281
849041,32.61349005482087
849042,39.1001841588753
849043,36.27314131830581
849044,62.23572648142511
849045,31.088481566221702
849046,39.451456507804785
849047,56.51051549571435
849048,57.42178747788096
849049,58.90521032718672
849050,38.73842296759708
849051,36.16045631874888
849052,39.41088047740457
849053,60.97761178075899
849054,55.45850059897838
849055,57.47159269390039
849056,59.48948599039982
849057,71.71685587858815
849058,57.77387672087315
849059,52.5642643329951
849060,67.80442130357287
849061,62.92222680694736
849062,67.25167693851841
849063,44.547420636109145
849064,70.34229778688031
849065,55.19679319598722
849066,65.31062000957188
849067,41.10011657850438
849068,44.91580530902548
849069,63.98580030003599
849070,69.9842161842366
849071,50.474429607793155
849072,75.49329283144682
849073,68.75166151992515
849074,38.49627541712579
849075,20.95395290149381
849076,22.185168768889444
849077,38.24475250890523
849078,31.378829145813093
849079,44.573584579908946
849080,54.43999823601272
849081,67.70182043493233
849082,62.40853856869178
849083,37.178621876466316
849084,21.63456521472416
849085,67.68279003610874
849086,29.246519613100784
849087,52.28831846298648
849088,75.2047025398701
849089,44.312761552598076
849090,56.818017363804834
849091,28.913652466696387
849092,68.78215428777044
849093,17.764671982760337
849094,41.5203769099256
849095,46.935948388162544
849096,37.58307585598743
849097,47.55070202010442
849098,28.214481925747897
849099,74.23648263691004
849100,62.70603112419849
849101,43.569113786458686
849102,48.95917075726824
849103,62.161277930367426
849104,64.25383353609178
849105,39.78319401010281
849106,32.61349005482087
849107,39.1001841588753
849108,36.27314131830581
849109,62.23572648142511
849110,31.088481566221702
849111,39.451456507804785
849112,56.51051549571435
849113,57.42178747788096
849114,58.90521032718672
849115,38.73842296759708
849116,36.16045631874888
849117,39.41088047740457
849118,60.97761178075899
849119,55.45850059897838
849120,57.47159269390039
849121,59.48948599039982
849122,71.71685587858815
849123,57.77387672087315
849124,52.5642643329951
849125,67.80442130357287
849126,62.92222680694736
849127,67.25167693851841
849128,44.547420636109145
849129,70.34229778688031
849130,55.19679319598722
849131,65.31062000957188
849132,41.10011657850438
849133,44.91580530902548
849134,63.98580030003599
849135,69.9842161842366
849136,50.474429607793155
849137,75.49329283144682
849138,68.75166151992515
849139,38.49627541712579
849140,20.95395290149381
849141,22.185168768889444
849142,38.24475250890523
849143,31.378829145813093
849144,44.573584579908946
849145,54.43999823601272
849146,67.70182043493233
849147,62.40853856869178
849148,37.178621876466316
849149,21.63456521472416
849150,67.68279003610874
849151,29.246519613100784
849152,52.28831846298648
849153,75.2047025398701
849154,44.312761552598076
849155,56.818017363804834
849156,28.913652466696387
849157,68.78215428777044
849158,17.764671982760337
849159,41.5203769099256
849160,46.935948388162544
849161,37.58307585598743
849162,47.55070202010442
849163,28.214481925747897
849164,74.23648263691004
849165,62.70603112419849
849166,43.569113786458686
849167,48.95917075726824
849168,62.161277930367426
849169,64.25383353609178
849170,39.78319401010281
849171,32.61349005482087
849172,39.1001841588753
849173,36.27314131830581
849174,62.23572648142511
849175,31.088481566221702
849176,39.451456507804785
849177,56.51051549571435
849178,57.42178747788096
849179,58.90521032718672
849180,38.73842296759708
849181,36.16045631874888
849182,39.41088047740457
849183,60.97761178075899
849184,55.45850059897838
849185,57.47159269390039
849186,59.48948599039982
849187,71.71685587858815
849188,57.77387672087315
849189,52.5642643329951
849190,67.80442130357287
849191,62.92222680694736
849192,67.25167693851841
849193,44.547420636109145
849194,70.34229778688031
849195,55.19679319598722
849196,65.31062000957188
849197,41.10011657850438
849198,44.91580530902548
849199,63.98580030003599
849200,69.9842161842366
849201,50.474429607793155
849202,75.49329283144682
849203,68.75166151992515
849204,38.49627541712579
849205,20.95395290149381
849206,22.185168768889444
849207,38.24475250890523
849208,31.378829145813093
849209,44.573584579908946
849210,54.43999823601272
849211,67.70182043493233
849212,62.40853856869178
849213,37.178621876466316
849214,21.63456521472416
849215,67.68279003610874
849216,29.246519613100784
849217,52.28831846298648
849218,75.2047025398701
849219,44.312761552598076
849220,56.818017363804834
849221,28.913652466696387
849222,68.78215428777044
849223,17.764671982760337
849224,41.5203769099256
849225,48.73297288723258
849226,39.09963632910518
849227,48.59322758016498
849228,29.481711474137178
849229,77.63757871858613
849230,64.28174247886602
849231,46.05040029710831
849232,49.84070844989605
