id,FloodProbability
90615,10.025168298899136
90616,9.74872824322814
90617,10.047841251173855
90618,10.388997451853331
90619,7.606238396475755
90620,9.644951308426734
90621,11.239784477449845
90622,6.28562467575286
90623,8.027348873357255
90624,11.20050241633573
90625,11.991715413600687
90626,6.259265000329426
90627,10.553641329082884
90628,12.737877643670764
90629,7.434925235416245
90630,7.368515856738235
90631,11.928375246522975
90632,5.677102876695483
90633,9.482970249257823
90634,10.132680291070333
90635,6.1680725538871215
90636,7.175984536272496
90637,9.365460238063653
90638,8.73756431533901
90639,9.625924856212375
90640,10.673178519111868
90641,8.350582996987423
90642,10.024044766017855
90643,5.762912203961728
90644,10.62186375104225
90645,10.159189968058499
90646,8.893689087462219
90647,11.718524614239467
90648,12.671904562609356
90649,14.286340214268549
90650,10.10468542016647
90651,8.981659435543115
90652,8.5013805143966
90653,11.498316785980506
90654,6.327430607804922
90655,8.05790079961592
90656,10.912825265023061
90657,8.366715340590014
90658,6.861859524254397
90659,9.248967462172915
90660,7.291988646551095
90661,8.3966310169069
90662,7.090468463213549
90663,9.256380670187331
90664,7.594318612225196
90665,14.021827944596996
90666,9.142582902096894
90667,5.64216230770911
90668,10.17300460758188
90669,10.06598142732792
90670,9.184558964747987
90671,10.61046075713489
90672,8.897599678892101
90673,12.14335079542256
90674,7.6047812537823525
90675,5.291466894402742
90676,11.671459263452437
90677,11.711900464309203
90678,4.8044412517110935
90679,9.063683577552892
90680,9.893814054971697
90681,9.482982663725268
90682,14.89768052745637
90683,10.720843958888377
90684,11.744329466540359
90685,11.387360477701119
90686,6.956488593775315
90687,10.28858594069524
90688,9.053288283731122
90689,10.72556546379388
90690,16.76077615677358
90691,8.125367753309208
90692,10.731031464030783
90693,12.519785809412348
90694,9.316795498038635
90695,8.715445443801636
90696,9.905546663567607
90697,7.309601726841359
90698,9.244189408061677
90699,5.146365376895987
90700,11.219427625714525
90701,10.392851708146127
90702,10.182772813221122
90703,12.152179047986305
90704,4.9776090304567155
90705,11.84176530101565
90706,11.344162296066203
90707,6.222630586992959
90708,8.484844643615489
90709,9.554166796748248
90710,9.586767733962782
90711,9.480483470970364
90712,8.946015762771552
90713,15.114487773283123
90714,7.217451864184312
90715,8.676461742305442
90716,7.073762605948453
90717,9.516500842674892
90718,4.317459070737199
90719,5.630776104134258
90720,11.14698204898395
90721,9.298806587729665
90722,9.306847492008918
90723,7.897279303004931
90724,9.824443717535825
90725,6.5989568821176405
90726,7.626183566642558
90727,8.357298570548355
90728,10.576701134762825
90729,9.998632345569067
90730,10.359362653998845
90731,5.691526364039707
90732,7.996297079537411
90733,10.354897266283945
90734,9.24882151062358
90735,7.882296656040088
90736,7.694291103674681
90737,5.715403303662557
90738,6.954930632707664
90739,15.08396885201929
90740,10.403853516138483
90741,5.627889332335188
90742,9.453322493116344
90743,12.889146720890377
90744,7.175216601919999
90745,8.942574451596332
90746,8.104416881783562
90747,4.272105021674154
90748,12.180759427058145
90749,9.58800815867655
90750,4.16543358565529
90751,7.197106496082858
90752,8.343739840892491
90753,8.234582646062973
90754,9.034093347615668
90755,8.68404888127197
90756,8.856392236618262
90757,12.553494515575121
90758,9.067990757808365
90759,7.571083317742437
90760,7.858265260839086
90761,9.842771177011965
90762,9.114774890619943
90763,9.141907636698958
90764,13.624340784862737
90765,10.88185455493456
90766,7.531522360771772
90767,14.935187834894549
90768,12.925249755060538
90769,6.176976340549212
90770,10.988362798243626
90771,10.708299796094959
90772,5.847703287656979
90773,8.127562577404998
90774,7.508773335544046
90775,9.532402394587908
90776,7.5680619250021195
90777,12.314706331131895
90778,10.619221846774899
90779,10.55874760737865
90780,10.539260447459434
90781,11.1248918548695
90782,7.678307593474311
90783,12.800712645377146
90784,6.862473190550914
90785,8.317085134106755
90786,6.134356927488452
90787,8.776277521879557
90788,4.111089572836863
90789,11.785944976350901
90790,8.68185904636833
90791,6.8415155917505714
90792,6.739933662553392
90793,6.720540672464995
90794,5.849211799874461
90795,11.591726255187334
90796,10.74074777583485
90797,10.223321673837084
90798,11.925119520807595
90799,8.130317186961829
90800,15.27559982697953
90801,10.059064706664277
90802,6.858519399265587
90803,11.069095470362662
90804,15.262504611279198
90805,10.877600701995423
90806,8.539523329358346
90807,10.56017478703451
90808,9.633707862171336
90809,12.840758688345062
90810,9.34228568526087
90811,9.377981107746013
90812,6.074730072568074
90813,9.870722963328731
90814,7.361805224882707
90815,7.917786613820709
90816,5.561902020524183
90817,9.923721965795396
90818,9.298519184271047
90819,6.9388202711883995
90820,6.94452234167365
90821,9.659938552753683
90822,6.964422643420842
90823,5.923088683168249
90824,13.05384407018683
90825,8.112953444459334
90826,5.625594781143569
90827,4.087994022934573
90828,10.40492418764968
90829,11.423898200589377
90830,9.367274034742188
90831,8.310787291744678
90832,9.344321187425823
90833,12.23274790680379
90834,9.918882462761525
90835,9.357451295286442
90836,8.76381253335748
90837,5.4865701247093845
90838,10.733558143211559
90839,8.473554075615217
90840,9.387353773159472
90841,11.277618277510724
90842,13.961633876378944
90843,10.3435649591699
90844,13.798131643573168
90845,10.807736757319862
90846,11.886303060981122
90847,6.986102852927626
90848,9.327514542691342
90849,9.30960398835869
90850,9.330378984797969
90851,15.04768634107694
90852,6.384839841088322
90853,11.49216441065464
90854,11.585288975714771
90855,7.138916644240059
90856,8.820257846139487
90857,11.14537988603104
90858,12.18823546171652
90859,10.48312762145231
90860,13.004926725293604
90861,9.451103227713764
90862,11.6224537050794
90863,8.829079930363815
90864,8.594712903235505
90865,14.851514689629944
90866,16.00111439204481
90867,11.810364772487906
90868,11.88601924058104
90869,8.081973115048438
90870,13.052290534327842
90871,12.257550539792984
90872,15.66137129429071
90873,8.443715595724559
90874,14.631620725499484
90875,8.49098983966451
90876,10.71259342572393
90877,9.34310771226328
90878,7.968511606536935
90879,8.969038932706425
90880,8.183408269190238
90881,13.088870776158641
90882,11.623230255803776
90883,12.00333156681408
90884,12.302768630036732
90885,10.335211193993912
90886,14.033449043349618
90887,5.607256302375335
90888,9.258276332411137
90889,12.380392227780904
90890,10.73992866709833
90891,11.198203049972015
90892,10.757571080905736
90893,4.291320443465177
90894,12.162737775795671
90895,11.145187954073165
90896,6.736647113794964
90897,5.5472841442769285
90898,5.807343401661953
90899,14.06489196301445
90900,11.304108205233092
90901,12.409471266012247
90902,8.700789892528668
90903,6.647941973465295
90904,7.076049459784052
90905,7.644057637210173
90906,7.660648593115603
90907,10.247213037113072
90908,4.3225869719541965
90909,14.243475626990005
90910,9.642041275863516
90911,8.309995407503251
90912,17.314032450886454
90913,9.27543870419786
90914,9.287124376043515
90915,6.893491579595212
90916,8.851318171854642
90917,12.046599388915961
90918,7.530052683875317
90919,8.707992438447231
90920,11.902172583620303
90921,6.884762024203797
90922,7.7327819300731395
90923,9.791443138014497
90924,10.153833381784509
90925,11.039615315500198
90926,10.948377542666698
90927,10.287692578672797
90928,14.148272468925004
90929,12.835446436266086
90930,10.57117132447515
90931,11.372943603667016
90932,14.626957913635295
90933,9.977797910350102
90934,14.232510698085859
90935,8.621941751216054
90936,10.194015038475674
90937,11.520378251973712
90938,9.402223509618402
90939,9.373131161079678
90940,8.069034663987068
90941,7.571609985910946
90942,5.420349865381293
90943,12.951921715733375
90944,7.183452445247115
90945,9.424212433092325
90946,9.226967036255438
90947,10.64078951885353
90948,10.894942653795844
90949,12.986480942147281
90950,11.148188513581681
90951,9.62751493338513
90952,8.184132037850032
90953,7.259519269376521
90954,11.169176806188496
90955,8.381753571473832
90956,8.321395550887976
90957,10.575309491260102
90958,3.9442197639834893
90959,7.562715418973756
90960,10.851377793441086
90961,7.021959874353103
90962,10.922176499588618
90963,5.54879707433741
90964,11.74402493193762
90965,6.280729137250604
90966,10.83459600437755
90967,9.428975620298747
90968,11.485298837093652
90969,9.953488572052589
90970,9.588596298882171
90971,7.683084215006055
90972,9.643259634919158
90973,10.81953469074427
90974,8.915457461805573
90975,10.908468588387437
90976,7.786861285575841
90977,8.520387947871795
90978,6.536185014533844
90979,9.201018643353478
90980,8.91254012600914
90981,12.748727323948664
90982,13.153751934926733
90983,4.103940444468599
90984,9.231844763801298
90985,6.388666293664059
90986,13.781745410762497
90987,8.543168603867763
90988,8.314893104820326
90989,12.121699228187135
90990,9.270756451157027
90991,7.987018790959997
90992,4.810932172150835
90993,9.144089678647633
90994,13.296721520990253
90995,6.966227688588252
90996,16.164733784610448
90997,9.55004328318249
90998,7.082739197135398
90999,6.257737531192552
91000,12.134195657969812
91001,7.360298106178823
91002,8.53739432913884
91003,11.061800260410903
91004,9.526990403128307
91005,7.879355834965607
91006,11.795315690213053
91007,8.434289557854225
91008,7.747369387925378
91009,11.581114969493914
91010,10.042000173835719
91011,10.063901037260973
91012,8.629565965900477
91013,10.479065290029318
91014,9.25199970442955
91015,9.353292165051268
91016,7.396735283373956
91017,12.404857252207764
91018,7.1218706402653895
91019,11.057558192257805
91020,8.127669227734174
91021,11.398724564523032
91022,8.483094335588609
91023,5.152092688159442
91024,6.949692575534977
91025,11.75851680917721
91026,8.92776693683523
91027,7.271059680886019
91028,11.66816794758401
91029,10.72734157486102
91030,8.678794258300474
91031,8.254449901439548
91032,7.046616629239402
91033,4.616810284368374
91034,10.64936027307827
91035,9.157104193013847
91036,12.715818305086447
91037,7.1307465361514435
91038,13.420196543459493
91039,11.902267170215385
91040,9.057245752194957
91041,7.814012358581662
91042,10.452143436197478
91043,12.093689804771726
91044,7.397049775206472
91045,7.903847526585188
91046,8.07888567948988
91047,6.849603571357345
91048,10.521847345045712
91049,10.051537823869744
91050,10.163791829601497
91051,8.629236813560354
91052,10.555876335357304
91053,10.587243844355122
91054,8.355977100119304
91055,7.353266855616791
91056,13.880643945556567
91057,10.948388628242599
91058,15.663330281810918
91059,13.357935083417633
91060,9.280901079112573
91061,7.9081993610759955
91062,14.30348434102109
91063,8.524900009042863
91064,9.612783229302257
91065,9.370375068080271
91066,9.307522924171447
91067,9.254462515876002
91068,10.664302918339848
91069,9.008926787424935
91070,8.1997102224894
91071,8.037221223763256
91072,5.330165609278817
91073,6.2638513378044935
91074,12.984829550083917
91075,7.169905437971233
91076,11.179964848949664
91077,7.769113587101353
91078,6.668240121903484
91079,7.31281954403207
91080,8.68333421526418
91081,7.500176150822059
91082,9.95207940477288
91083,10.636520471257334
91084,7.903911296576639
91085,12.737531411271467
91086,11.019094727084031
91087,12.075460773377474
91088,9.438952497835865
91089,9.393537525351004
91090,11.250792384961585
91091,8.945681017892383
91092,10.139804954973819
91093,7.305841470208086
91094,6.459155493498693
91095,10.977799355261658
91096,11.440251700578411
91097,15.99008660482911
91098,6.964601935957216
91099,6.732730692995213
91100,9.783002962879173
91101,11.570397946374143
91102,7.739124271736876
91103,8.987124251678633
91104,9.701556346857867
91105,15.335257566321225
91106,12.597811109732572
91107,6.617642975088543
91108,10.566793542348352
91109,11.892405180347534
91110,12.427515288766234
91111,8.406028228446809
91112,8.699416740153508
91113,9.889784811571095
91114,6.2148557971688145
91115,11.101213438344862
91116,6.119904319678969
91117,8.686569739524314
91118,6.580975819484669
91119,8.414080447034381
91120,9.622131764107872
91121,8.848704577181358
91122,6.3604075165218275
